Car_ID,Brand,Model,Year,Kilometers_Driven,Fuel_Type,Transmission,Engine_CC,Owner_Type,Accident_History,Insurance_Status,Service_History,City,Color,Condition,Seller_Type,Original_Price_Lakh,Resale_Price_Lakh
CAR10868,Maruti,Swift,2021,62289,Petrol,DCT,998,First,0,Expired,Partial,Hyderabad,Brown,Good,Individual,8.57,4.66
CAR10869,Nissan,Magnite,2014,161949,Petrol,NA,998,First,1,Comprehensive,Complete,Jaipur,Red,Good,Individual,8.86,1.83
CAR10870,Honda,Amaze,2014,66133,Diesel,DCT,2755,Third,0,Third Party,Complete,Nashik,Grey,Fair,Dealer,11.14,2.62
CAR10871,Renault,Kiger,2012,NA,NA,Manual,799,Fourth,0,Comprehensive,Partial,Jaipur,Silver,Fair, Individual ,8.48,1.26
CAR10872,Toyota,NA,2016,NA,CNG,CVT,NA,First,1,Comprehensive,Partial,Delhi,Red,Fair,Dealer,13.64,4.03
CAR10873,Hyundai,Creta,2015,48747,NA,NA,1497,First,0,Comprehensive,Complete,Chennai,Grey,Fair,Individual,10.61,3.03
CAR10874,Mahindra,XUV700,2013,62586,Petrol,AMT,1197,First,1,Comprehensive,Partial,Nagpur,White,NA,Individual,10.59,2.07
CAR10875,Toyota,Fortuner,2020,44441,Diesel,Manual,2179,First,1,Expired,Partial,Aurangabad,NA,NA,Individual,13.82,6.18
CAR10876,Hyundai,Grand i10,2014,22007,diesel,Manual,1498,First,0,Comprehensive,Complete,Mumbai,NA,Fair,Dealer,10.96,2.42
CAR10877,Skoda,Rapid,2019,34450,Petrol,DCT,2393,Fourth,1,Third Party,Partial,Nashik,Grey,Good,Individual,10.99,3.81
CAR10878,Skoda,Rapid,2017,NA,Electric,Manual,1498,First,0,Comprehensive,Complete,Nagpur,Brown,Fair,Individual,10.52,3.31
CAR10879,Skoda,Rapid,2025,121029,Petrol,DCT,2393,First,0,Third Party,Complete, Nagpur ,Grey,Good,Dealer,11.21,8.18
CAR10880,Tata,Harrier,2024,33773,Diesel,Manual,1498,Second,1,Comprehensive,Complete,Bengaluru,Black,Good,Dealer,10.39,7.76
CAR10881,Ford,Aspire,2016,79626,Petrol,Manual,998,First,0,Comprehensive,NA,Bengaluru,Red,Excellent,Individual,8.82,2.65
CAR10882,Kia,Carens,2012,28763,Petrol,CVT,2755,First,0,Comprehensive,Partial,Pune,White,Fair,Dealer,11.59,2.53
CAR10883,Kia,Carens,2015,119069,Petrol,Automatic,2393,Fourth,NA,Comprehensive,Partial,Bengaluru,Grey,Good,Individual,12.61,2.79
CAR10884,Skoda,Slavia,2014,NA,CNG,Manual,2393,First,0,Comprehensive,Complete,Pune,Black,NA,Individual,10.91,3.77
CAR10885,Mahindra,Scorpio,2012,92724,Petrol,Manual,1995,Third,0,Comprehensive,Complete,Ahmedabad,Red,Fair,Individual,11.36,1.68
CAR10886,Renault,Kwid,2023,21413,Petrol,Automatic,1498,First,0,Comprehensive,Partial,Pune,Silver,Excellent,Individual,5.7,5.14
CAR10887,Honda,Amaze,2016,79840,Petrol,Manual,1197,First,1,Comprehensive,Complete,Chennai,Silver,Good,Dealer,9.89,2.78
CAR10888,Renault,Kiger,2017,54768,Petrol,Automatic,2393,NA,NA,Expired,Complete,Hyderabad,Black,Good,Individual,10.1,3.05
CAR10889,Honda,Jazz,2013,87873,Diesel,NA,2179,First,0,Expired,Complete,Delhi,White,Fair,Dealer,11.63,2.03
CAR10890,Renault,Duster,2025,90968,Diesel,Automatic,998,Second,NA,Comprehensive,Complete,Mumbai,Red,Good,Dealer,8.03,6.41
CAR10891,Ford,EcoSport,2014,57026,CNG,DCT,1597,First,0,NA,NA,Jaipur,Black,Excellent,Dealer,9.42,2.35
CAR10892,Tata,Safari,2022,NA,Diesel,Automatic,1197,First,0,Expired,Complete,Nagpur,Silver,Good,Individual,10.79,7.55
CAR10893,Tata,Punch,2025,84450,Electric,Manual,1498,Second,0,Comprehensive,Complete,Chennai,Grey, Good ,Individual,11.45,9.7
CAR10894,Skoda,Slavia,2017,53210,Diesel,Manual,1497,Second,0,Expired,Complete,Delhi,Silver,Fair,Dealer,10.32,3.1
CAR10895,Hyundai,Santro,2015,34032,Electric,Manual,1498,Third,0,NA,Complete,Bengaluru,White,Fair,Individual,6.39,1.55
CAR10896,Volkswagen,Taigun,2020,33156,Petrol,Manual,1995,First,0,Expired,NA,Delhi,Silver,Fair,Individual,11.46,5.64
CAR10897,Tata,Safari,2016,24407,Diesel,Manual,1197,Second,0,Comprehensive,Complete,Chennai,White,NA,Dealer,9.03,3.6
CAR10898,Tata,Punch,2015,41540,Electric,CVT,998,First,0,Third Party,Complete,Chennai,Silver,Fair,Dealer,12.03,3.84
CAR10899,Toyota,NA,2013,100868,Diesel,CVT,1995,Second,0,Comprehensive,Complete,Ahmedabad,Silver,Fair,Dealer,15.51,2.83
CAR10900,Toyota,Innova,2017,60651,CNG,Automatic,799,First,1,Comprehensive,NA,Chennai,White,Fair,Dealer,12.86,3.96
CAR10901,Hyundai,Grand i10,2021,41098,Petrol,Automatic,998,First,1,Third Party,Complete,Ahmedabad,White,Fair,Individual,10.26,5.27
CAR10902,Nissan,Magnite,2013,85627,CNG,Manual,2393,First,0,Comprehensive,Missing,Bengaluru,Brown,Fair,Dealer,10.5,1.97
CAR10903,Volkswagen,Taigun,2023,34794,Diesel,Automatic,799,First,0,Comprehensive,Partial,Mumbai,White,Good,Dealer,10.3,7.81
CAR10904,Mahindra,XUV700,2024,57961,Petrol,AMT,1497,Second,NA,THIRD PARTY,MISSING,Jaipur,Silver,Fair,Individual,10.98,7.84
CAR10905,Toyota,Glanza,2018,49825,Petrol,AMT,1995,First,0,Comprehensive,Complete,Nashik, White ,Excellent,Individual,NA,7.14
CAR10906,Mahindra,XUV700,2014,84424,Petrol,Manual,998,Second,0,Comprehensive,Partial,Hyderabad,Blue,Fair,Individual,11.18,2.31
CAR10907,Maruti,Swift,2020,23100,Electric,AMT,1199,First,1,Comprehensive,Partial,Kolkata,Red,Good,Dealer,9.31,4.92
CAR10908,Toyota,Innova,2022,34457,Diesel,Automatic,1199,First,0,Comprehensive,Complete,Aurangabad,Brown,Good,Dealer,NA,8.62
CAR10909,Ford,Figo,2016,22338,Electric,Manual,2755,First,0,Comprehensive,Partial,Mumbai,Grey,Good,Individual,7.49,2.51
CAR10910,Nissan,Kicks,2019,47682,Petrol,Manual,2755,Third,0,Comprehensive,Complete,Bengaluru,Brown,Fair,Dealer,9.29,3.57
CAR10911,Volkswagen,Taigun,2022,107084,Electric,AMT,1597,Fourth,0,Third Party,Partial,Mumbai,NA,Good,Dealer,10.35,4.97
CAR10912,Hyundai,Santro,2017,41651,Petrol,Automatic,799,First,0,Third Party,Partial,Mumbai,Black,Good,Individual,4.62,1.77
CAR10913,Maruti,Brezza,2025,41531,Petrol,AMT,2179,First,0,Comprehensive,Complete,Mumbai,Silver,Excellent,Individual,7.85,6.71
CAR10914,Volkswagen,NA,2023,88835,Petrol,Manual,1197,First,0,Comprehensive,Missing,Delhi,White,Good,Dealer,11.24,6.91
CAR10915,Skoda,Slavia,2021,98991,Electric,Manual,1498,Second,0,Comprehensive,Missing,Ahmedabad,White,Good,Individual,10.65,6.0
CAR10916,Ford,EcoSport,2019,52384,Petrol,Manual,2393,Second,0,Comprehensive,Partial,Kolkata,Brown,Good,Dealer,10.07,4.11
CAR10917,Volkswagen,Vento,2024,NA,NA,Manual,1497,First,0,Comprehensive,Complete,Jaipur,Red,Excellent,Individual,11.61,9.94
CAR10918,Ford,Endeavour,2024,30417,Petrol,Automatic,1199,First,0,Expired,Complete,Delhi,Silver,Fair,Dealer,8.64,6.34
CAR10919,Ford,Aspire,2022,117356,petrol,CVT,2179,Second,0,NA,Complete,Hyderabad,Black,Good,Individual,10.06,4.96
CAR10920,Mahindra,scorpio,2023,179310,CNG,NA,2755,First,0,Comprehensive,NA,Bengaluru,Silver,Good,Dealer,10.9,5.82
CAR10921,Renault,Duster,2014,73259,Diesel,DCT,2179,NA,NA,Comprehensive,Complete,Kolkata,Blue,Good,INDIVIDUAL,10.72,2.49
CAR10922,Skoda,Slavia,2014,17478,Diesel,Manual,799,First,0,Comprehensive,Partial,Ahmedabad,Grey,Good,Dealer,NA,3.3
CAR10923,Maruti,Swift,2016,40459,Electric,Manual,1597,Second,0,Comprehensive,NA,Bengaluru,Silver,Good,Individual,7.52,2.81
CAR10924,Volkswagen,Taigun,2022,77044,Diesel,Manual,2393,First,0,Comprehensive,Complete,Bengaluru,Black,Excellent,Individual,13.51,10.13
CAR10925,Honda,City,2021,43620,CNG,Automatic,2179,First,0,Comprehensive,Complete,Mumbai,Grey,Excellent,Individual,12.68,8.49
CAR10926,Maruti,WagonR,2014,110724,Petrol,Manual,1497,Second,NA,Third Party,Complete,Pune,Blue,Good,Individual,5.96,1.44
CAR10927,Renault,Kiger,2019,76006,Electric,Automatic,799,First,0,Comprehensive,Complete,Jaipur,Grey,Excellent,Dealer,9.2,4.52
CAR10928,Maruti,Brezza,2021,37291,Petrol,Manual,1995,First,0,Comprehensive,Partial,Nagpur,Black,Good,Individual,10.06,6.16
CAR10929,Tata,Altroz,2024,55984,Diesel,Manual,1497,First,0,Expired,Complete,Hyderabad,Red,Fair,Dealer,9.89,7.23
CAR10930,Honda,City,2023,33640,Diesel,Manual,1498,Fourth,0,Third Party,Complete,Hyderabad,White,NA,Individual,11.6,7.17
CAR10931,Renault,Kwid,2025,49745,Petrol,Manual,1597,Third,1,Third Party,Complete,Mumbai,Red,Good,Dealer,4.01,2.48
CAR10932,Mahindra,XUV700,2019,40540,Petrol,AMT,2393,First,0,Expired,Complete,Aurangabad,Grey,Good,Dealer,10.51,4.5
CAR10933,Volkswagen,Taigun,2013,104946,Petrol,CVT,1597,First,0,Third Party,Partial,Nashik,Black,Fair,Individual,10.41,2.2
CAR10934,Nissan,NA,2023,176115,Petrol,Manual,1597,First,0,Expired,NA,Mumbai,Red,Good,Individual,7.41,3.85
CAR10935,Kia,Carens,2015,25032,Diesel,AMT,799,Third,0,Third Party,Complete,Bengaluru,NA,Excellent,Dealer,10.69,2.5
CAR10936,Renault,Kwid,2021,NA,Electric,Automatic,1597,Third,0,Comprehensive,Partial,Delhi,White,Good,Individual,4.35,2.91
CAR10937,Hyundai,Santro,2024,48061,Diesel,Automatic,2755,First,0,Comprehensive,Partial,Jaipur,Red,Good,Individual,7.41,6.35
CAR10938,volkswagen,Vento,2012,23860,Diesel,Manual,NA,Second,0,Comprehensive,Complete,Mumbai,Silver,Excellent,Dealer,11.43,2.77
CAR10939,Skoda,Kushaq,2015,56415,Petrol,AMT,1497,Second,2,Comprehensive,Missing,Mumbai,Blue,Fair,Individual,10.47,2.76
CAR10940,Renault,NA,2023,83033,Petrol,Manual,2393,First,1,NA,Missing,KOLKATA,Brown,Good,Individual,NA,3.92
CAR10941,Tata,Punch,2024,125099,Diesel,Manual,1497,First,0,Third Party,Complete,Bengaluru,Black,Fair,Individual,11.77,7.45
CAR10942,Kia,Sonet,2024,61442,Electric,manual,1995,Second,0,comprehensive,Missing,Nagpur,Brown,Good,Individual,11.03,8.71
CAR10943,Tata,Tiago,2022,49456,CNG,Automatic,1597,First,1,Third Party,Complete,Aurangabad,Red,Good,Individual,9.58 L,6.34
CAR10944,Kia,Carens,2024,18526,Petrol,Automatic,NA,First,0,Expired,Missing,Kolkata,White,Fair,Individual,11.93,8.85
CAR10945,Skoda,Slavia,2015,55797,Diesel,CVT,1498,First,1,Comprehensive,Missing,Bengaluru,Grey,Good,Individual,11.06,2.95
CAR10946,Nissan,Kicks,2021,57199,Diesel,AMT,1597,Third,0,Comprehensive,Partial,Nagpur,Silver,Good,Individual,9.15,4.77
CAR10947,Hyundai,Creta,2020,78160,Diesel,DCT,1597,Second,1,Expired,Complete,Jaipur,Silver,Excellent,Individual,9.51,4.64
CAR10948,Volkswagen,Taigun,2014,37250,NA,AMT,1497,First,0,Comprehensive,Missing,Ahmedabad,White,Good,Individual,11.0,3.17
CAR10949,Mahindra,Bolero,2013,43295,CNG,Manual,1497,Second,0,Comprehensive,Complete,Nagpur,Grey,Excellent,Dealer,9.45,2.27
CAR10950,Tata,Safari,2020,24396,Petrol,Automatic,1199,Fourth,0,Comprehensive,Complete,Aurangabad,Red,Excellent,Individual,11.24,5.8
CAR10951,Tata,Harrier,2020,15597,Electric,Manual,1199,First,1,Comprehensive,Complete,Jaipur,Silver,Good,Individual,9.7,5.36
CAR10952,Ford,NA,2012,29894,Petrol,Automatic,1497,First,0,Third Party,Complete,Delhi,Black,Excellent,Dealer,9.36,2.02
CAR10953,Kia,Sonet,2017,23188,Petrol,Automatic,NA,First,0,Third Party,Missing,Kolkata,Silver,NA,Individual,12.55,4.66
CAR10954,Toyota,Glanza,2021,66189,Electric,Automatic,NA,Third,0,Comprehensive,NA,Mumbai,Silver,Excellent,Individual,14.61,9.74
CAR10955,Nissan,NA,2019,41361,Diesel,Manual,2755,First,0,Third Party,Complete,Mumbai,Silver,Fair,Dealer,8.69,2.76
CAR10956,Volkswagen,Vento,2014,40907,Petrol,AMT,1498,Second,0,Comprehensive,Complete,Kolkata,Silver,Good,Individual,12.42,3.51
CAR10957,Kia,Sonet,2022,32005,Petrol,Manual,NA,NA,1,Comprehensive,NA,Chennai,Brown,Excellent,Individual,11.84,8.49
CAR10958,Ford,EcoSport,2020,9294,Diesel,Manual,2179,First,0,Third Party,NA,Ahmedabad,Grey,Good,Individual,10.24,5.95
CAR10959,Maruti,Baleno,2013,126078,Petrol,Automatic,1199,First,0,Third Party,Partial,Hyderabad,White,NA,Individual,8.55,1.57
CAR10960,Kia,Sonet,2017,31727,Petrol,Automatic,1597,First,NA,Comprehensive,Complete,hyderabad,Silver, Fair ,Dealer,11.86,4.27
CAR10961,Mahindra,Bolero,2012,43838,Petrol,Manual,1497,First,NA,Third Party,Complete,Bengaluru,Red,Good,Individual,NA,2.25
CAR10962,Volkswagen,Taigun,2024,24708,CNG,Automatic,1199,First,NA,Third Party,Complete,Ahmedabad,White,Good,Dealer,11.25,8.62
CAR10963,Nissan,Kicks,2018,93868,Petrol,Automatic,1597,Second,0,Expired,Complete,Delhi,Silver,Excellent,individual,7.84 L,3.15
CAR10964,Ford,Endeavour,2014,59514,Diesel,Manual,1197,Third,NA,Third Party,Complete,Jaipur,Silver, Good ,Dealer,8.33,2.01
CAR10965,Maruti,Ciaz,2018,34912,Petrol,Automatic,799,First,0,Comprehensive,Complete,Bengaluru,Brown,Good,Dealer,8.05,4.05
CAR10966,Honda,WR-V,2015,44327,Diesel,Manual,1597,NA,0,Third Party,Complete,Nagpur,Blue,Good,Individual,11.55,2.89
CAR10967,Ford,EcoSport,2020,NA,Petrol,AMT,2179,Third,2,Comprehensive,Complete,Delhi,Black,Good,Individual,10.3,3.83
CAR10968,Honda,WR-V,2016,52836,Diesel,Manual,998,First,0,Comprehensive,Missing,Delhi,Grey,Fair,Dealer,12.16,3.23
CAR10969,Volkswagen,Polo,2014,49768,Diesel,Manual,1597,Second,NA,Third Party,Partial,Bengaluru,White,Fair,Individual,12.23,2.49
CAR10970,Tata,Altroz,2019,NA,NA,CVT,2393,Second,0,Expired,Partial,Nagpur,Silver,Good,Individual,10.75,4.59
CAR10971,Ford,NA,2017,19400,CNG,AMT,998,First,0,Comprehensive,Complete,Kolkata,NA,Good,Dealer,9.83,3.77
CAR10972,Hyundai,Venue,2013,50365, CNG ,NA,1197,First,0,Comprehensive,Partial,Pune,Brown,Fair,Individual,10.37,2.06
CAR10973,Honda,City,2014,65782,Petrol,Manual,2393,First,0,Third Party,Missing,Mumbai,Brown,Excellent,Dealer,10.41,2.78
CAR10974,Mahindra,Bolero,2019,100695,Diesel,Manual,2393,Second,0,Expired,NA,Chennai,Grey,Fair,Dealer,11.2,3.88
CAR10975,Hyundai,Grand i10,2021,320000,Diesel,Automatic,1197, First ,0,Comprehensive,Complete,Delhi,Brown,Excellent,Dealer,10.22,7.65
CAR10976,Renault,Kwid,2018,29622,Petrol,Manual,1199,First,0,Third Party,Partial,Aurangabad,White,Good,Dealer,4.88,1.68
CAR10977,Renault,Duster,2021,NA,Petrol,CVT,1498,Second,0,Expired,Partial,Aurangabad,Black,Good,Dealer,9.13,5.34
CAR10978,Maruti,WagonR,2017,54894,Electric,Manual,1197,First,1,Comprehensive,Partial,Nashik,White,Good,Dealer,5.19,2.54
CAR10979,Nissan,Magnite,2025,50783,Diesel,Manual,2179,First,1,NA,Complete,Chennai,White,Good,Individual,8.58,7.32
CAR10980,Tata,Punch,2012,51439,Electric,NA,998,NA,0,Third Party,Complete,Nashik,Black,Good,Individual,10.94,2.84
CAR10981,Volkswagen,Taigun,2020,68840,Diesel,AMT,1597,Fourth,1,Third Party,Complete,Delhi,Grey,Excellent,Individual,NA,5.02
CAR10982,Ford,Endeavour,2014,33465,Petrol,Manual,1498,First,0,Comprehensive,Complete,Hyderabad,Brown,Good,Dealer,9.35,2.63
CAR10983,Toyota,Urban Cruiser,2025,91937,Petrol,DCT,NA,First,0,Third Party,Complete,Ahmedabad,Red,Good,Individual,13.96,11.45
CAR10984,Mahindra,Bolero,2016,69806,Diesel,Automatic,2755,First,0,Comprehensive,Complete,Aurangabad,Grey,Good,Individual,11.74,4.7
CAR10985,Honda,City,2018,46128,Diesel,NA,1197,First,1,Third Party,Complete,Ahmedabad,Silver,Fair,Individual,11.13,4.03
CAR10986,Volkswagen,Polo,2018,132665,Petrol,Automatic,1498,Second,0,Comprehensive,Complete,Chennai,Silver,Good,Individual,10.59,4.1
CAR10987,Hyundai,Venue,2014,129458,Diesel,AMT,2393,Third,1,Comprehensive,Partial,Kolkata,Black,Fair,Individual,11.01,1.72
CAR10988,Skoda,Kushaq,2015,91874,CNG,Manual,1199,Second,0,THIRD PARTY,Complete,Kolkata,White,Good,Dealer,11.24,3.03
CAR10989,Renault,Triber,2021,10455,Diesel,AMT,799,First,0,Comprehensive,Partial,Aurangabad,Black,Good,Individual,NA,5.06
CAR10990,Skoda,Slavia,2018,131072,Petrol,Automatic,799,First,1,Comprehensive,Complete,Chennai,White,Good,Individual,10.12,3.62
CAR10991,Mahindra,Bolero,2019,85153,Petrol,Manual,1197,First,0,Third Party,Complete,Ahmedabad,Blue,Good,Individual,10.27,4.79
CAR10992,Toyota,Urban Cruiser,2013,165812,Electric,Manual,1995,FIRST,NA,Comprehensive,Complete,Kolkata,Silver,Fair,Dealer,13.63,2.51
CAR10993,Ford,EcoSport,2020,108629,CNG,AMT,2755,Second,1,Comprehensive,Missing,Kolkata,Blue,Good,Dealer,10.87,4.89
CAR10994,Maruti,Swift,2018,131029,Petrol,NA,1199,First,0,Third Party,Complete,Chennai,Silver,Excellent,Dealer,8.97,3.03
CAR10995,Toyota,NA,2024,89174,CNG,Manual,2755,NA,NA,Third Party,Complete,Ahmedabad,White,Fair,Dealer,14.88,8.84
CAR10996,Mahindra,XUV700,2019,115481,Petrol,Manual,799,First,0,Comprehensive,Complete,Nagpur,NA,Good,Dealer,9.51,3.17
CAR10997,Toyota,Glanza,2017,164695,Petrol,Manual,1995,First,1,Comprehensive,Complete,Mumbai,NA,Good,Dealer,13.99,3.37
CAR10998,Mahindra,Thar,2017,61956,Petrol,Automatic,2393,Second,0,Comprehensive,Partial,Mumbai,Blue,Fair,Individual,10.78,3.87
CAR10999,Mahindra,XUV500,2020,23164,Petrol,Manual,1498,First,0,Comprehensive,Partial,Jaipur,Brown,Good,Individual,10.23,5.31
CAR11000,Kia,Carens,2015,46443,CNG,Manual,799 cc,Second,0,Comprehensive,Partial,Bengaluru,NA,NA,Individual,11.22,3.7
CAR11001,Honda,WR-V,2022,68156,Diesel,Manual,2393,Second,0,Comprehensive,Partial,Chennai,Silver,Fair,Dealer,12.62,6.92
CAR11002,Skoda,Rapid,2022,57312,Petrol,Automatic,2393,First,0,Comprehensive,Complete,Delhi,NA,Good,Individual,11.86,8.15
CAR11003,Renault, Triber ,2016,27708,CNG,Automatic,1498,Third,0,Expired, Complete , Kolkata ,Black,Good,Dealer,9.53,3.44
CAR11004,Kia,Seltos,2020,22426,CNG,Manual,799,First,NA,Third Party,Complete,Pune,Black,Good,Individual,10.66,5.96
CAR11005,Ford,Aspire,2012,36587,Petrol,Automatic,2393,First,0,Third Party,Partial,Bengaluru,Grey,Poor,Individual,9.63,2.13
CAR11006,Kia,Seltos,2015,85763,Diesel,Manual,2393,Second,0,Third Party,Partial,Chennai,Black,Excellent,Individual,11.03,3.33
CAR11007,Tata,Safari,2018,131173,Diesel,AMT,1197,First,0,Comprehensive,Missing,Nagpur,Blue,Good,Individual,10.89,4.42
CAR11008,Tata,Punch,2022,91053,Diesel,Manual,998,First,0,Comprehensive,Partial,Bengaluru,White,Good,Individual,10.65,6.18
CAR11009,Renault,Duster,2020,98387,NA,NA,1199,Third,1,Expired,Complete,Delhi,Brown,Good,Dealer,8.2,3.32
CAR11010,Toyota,Glanza,2025,52608,Petrol,Manual,998,Second,1,Third Party,Complete,Jaipur,White,Good,Dealer,12.86,9.54
CAR11011,Honda,Jazz,2024,21098,Petrol,Automatic,2755,First,0,Third Party,Complete,Pune,Red,Good,Individual,13.47,11.84
CAR11012,Renault,Duster,2022,42818,CNG,Manual,1497,Second,NA,Expired,Complete,Chennai,White,Good,Dealer,10.21,6.29
CAR11013,Mahindra,Bolero,2023,47703,CNG,Manual,1199,Second,0,Third Party,Partial,Ahmedabad,Grey,Good,Individual,10.31,7.0
CAR11014,Hyundai,Verna,2024,41844,Petrol,Automatic,1498,First,1,Comprehensive,Complete,Ahmedabad,Blue,Good,Individual,NA,7.93
CAR11015,Honda,Amaze,2021,56679,Petrol,AMT,1597,Second,1,Comprehensive,Partial,Kolkata,Black,Excellent,Individual,10.71,5.96
CAR11016,Nissan,NA,2017,NA,CNG,Manual,998,Fourth,0,Comprehensive,Partial,Aurangabad,Brown,Fair,Dealer,8.57,2.43
CAR11017,Skoda,Kushaq,2023,87925,Petrol,Manual,998,Third,1,NA,Partial,Bengaluru,White,Good,Dealer,10.64,5.14
CAR11018,Honda,Amaze,2019,47k,Petrol,Manual,1995,First,0,Comprehensive,Missing,Kolkata,Black,Fair,Individual,12.47,4.68
CAR11019,Mahindra,Bolero,2024,NA,petrol,CVT,2179,First,0,Comprehensive,Partial,Pune,White,Excellent,Dealer,11.22,9.58
CAR11020,Mahindra,XUV700,2020,42171,Petrol,CVT,1497,Second,0,Third Party,NA,Delhi,Red,Good,Dealer,12.15,5.58
CAR11021,Maruti,NA,2021,56338,Petrol,Manual,1597,First,0,Comprehensive,Complete,Nashik,Red,Excellent,Dealer,8.23,4.25
CAR11022,Renault,Triber,2015,NA,Diesel,AMT,2179,Second,0,Comprehensive,Missing,Aurangabad,Blue,Good,Individual,9.47,2.0
CAR11023,Mahindra,XUV500,2012,40247,Petrol,Manual,799,First,0,Third Party,Complete,Jaipur,White,Good,Individual,10.92,2.54
CAR11024,Tata,Altroz,2025,72910,Electric,AMT,1995,Second,0,Comprehensive,Complete,Jaipur,NA,Good,Dealer,10.34,8.06
CAR11025,Ford,Aspire,2019,64513,Electric,Automatic,2393,NA,0, Comprehensive ,Missing,Delhi,Black,Good,Dealer,11.12 L,4.81
CAR11026,Hyundai,Venue,2013,56344,Electric,Manual,2393,Third,1,Comprehensive,Complete,Bengaluru,Silver,Fair,Individual,12.18,2.64
CAR11027,Skoda,Kushaq,2022,91755, CNG ,Manual,2179,First,0,THIRD PARTY,Complete,Aurangabad,NA,Fair,Individual,11.58,5.56
CAR11028,Renault,NA,2012,38239,Diesel,NA,2179,First,0,NA,Complete,Nagpur,Red,Excellent,Individual,10.56,3.06
CAR11029, Volkswagen ,Polo,2024,40084,Petrol,CVT,2393,Second,1,THIRD PARTY,Complete,Bengaluru,Red,Fair,Individual,12.53,8.05
CAR11030,Tata,Altroz,2018,54641,Petrol,AMT,1597,NA,0,Third Party,Partial,Jaipur,Red,Poor,Individual,9.53,2.83
CAR11031,Nissan,Sunny,2023,38677,Petrol,Manual,2393,First,1,Comprehensive,Complete,Bengaluru,Black,Excellent,Individual,9.63,7.57
CAR11032,Toyota,Glanza,2021,72728,NA,Manual,1197,Third,0,Third Party,NA,Bengaluru,Brown,Fair,Individual,13.69,5.76
CAR11033,Mahindra,Thar,2020,37154,Diesel,Automatic,1497,Second,0,Comprehensive,Partial,Kolkata,Silver,Fair,Individual,8.86,4.55
CAR11034,Volkswagen,Taigun,2022,62289,Electric,CVT,998,Second,0,Expired,NA,Kolkata,Red,Good,Dealer,10.94,6.4
CAR11035,Mahindra,BOLERO,2023,52051,Petrol,DCT,2755,First,2,Comprehensive,Complete,Mumbai,Silver,Good,Individual,11.13,7.2
CAR11036,Honda,Amaze,2023,61901,Diesel,Manual,2393,Second,0,Third Party,Complete,Pune,Brown,Good,Individual,12.59,8.03
CAR11037,Tata,Harrier,2020,42711,Diesel,Automatic,1197,First,0,Expired,Complete,Chennai,Brown,Fair,Individual,10.35,5.51
CAR11038,Honda,WR-V,2014,45642,Petrol,Automatic,2393,First,0,Comprehensive,Complete,Chennai,White,Excellent,Dealer,12.15,3.21
CAR11039,Maruti,Dzire,2017,57982,Electric,NA,1597,Second,1,Expired,Partial,Chennai,Black,Good,Dealer,8.66,3.69
CAR11040,Honda,Jazz,2018,61465,Diesel,Manual,799,First,1,NA,Complete,Kolkata,Red,Good,Individual,10.06,3.5
CAR11041,Maruti,Brezza,2025,54873,Petrol,Manual,1197,Fourth,0,Comprehensive,Complete,Aurangabad,White,Good,Individual,9.52,6.41
CAR11042,Nissan,Sunny,2021,140510,Electric,Automatic,1497,Second,0,Third Party,Partial,Aurangabad,Grey,Good,Dealer,8.87,4.9
CAR11043,Maruti,WagonR,2020,31894,Diesel,CVT,2755,Second,1,Comprehensive,Complete,Nashik,Silver,Good,Dealer,5.93,3.3
CAR11044,Volkswagen,Vento,2013,53091,Diesel,CVT,1199,Second,0,Third Party,Complete,Hyderabad,Red,Good,Dealer,11.06,2.92
CAR11045,Mahindra,Scorpio,2019,23k,Diesel,Automatic,1197,First,NA,Comprehensive,Complete,Hyderabad,Silver,Good,Individual,10.99,5.94
CAR11046,Toyota,Fortuner,2025,67489,Diesel,NA,1498,First,0,NA,Complete,Pune,White,Good,Individual,13.01,11.5
CAR11047,Skoda,NA,2018,29783,Petrol,Automatic,1498,First,0,Third Party,Complete,Jaipur,Red,Fair,Dealer,10.67,4.06
CAR11048,Honda,Amaze,2015,47193,CNG,CVT,1199,First,NA,Comprehensive,Complete,Kolkata,Black,Good,Individual,12.19,3.5
CAR11049,Skoda,Kushaq,2013,44821,Electric,Automatic,2179,Third,0,Comprehensive,Complete,Chennai,BROWN,Fair,Individual,11.27,2.41
CAR11050,Tata,Harrier,2019,64188,Diesel,Manual,2755,First,0,Expired,Partial,Mumbai,White,good,Individual,11.37,5.33
CAR11051,Maruti,Baleno,2022,40580,Diesel,CVT,1498,Second,0,Third Party,Missing,Nashik,Grey,Excellent,Individual,9.15,6.39
CAR11052,Mahindra,Bolero,2016,NA,CNG,CVT,2179,NA,0,Third Party,Partial,Nagpur,Red,Fair,Dealer,11.71,2.96
CAR11053,Hyundai,i20,2017,121153,Petrol,CVT,2755,Second,0,Comprehensive,Missing,Pune,Blue,Fair,Dealer,11.8,3.11
CAR11054,Renault,Kiger,2025,64318,Electric,CVT,2393 cc,NA,0,Third Party,Complete,Ahmedabad,Brown,Good,Individual,11.31,9.79
CAR11055,Volkswagen,Taigun,2022,40396,Diesel,Manual,2393,First,1,Expired,NA,Mumbai,Red,Good,Individual,11.78,7.88
CAR11056,Toyota,Urban Cruiser,2018,47912,Petrol,CVT,998,Third,0,Comprehensive,Complete,Chennai,Brown,Good,Individual,13.77,5.23
